Tag,Policy.Number,Age,Years.of.Driving.Experience,Number.of.Vehicles,Gender,Married,Vehicle.Age,Fuel.Type,Losses
6814,108632,65,45,2,M,Married,10,P,293.4708894
6815,166666,65,48,2,M,Single,3,P,89.56574204
6816,138643,27,9,2,M,Married,11,P,232.1488457
6817,149712,20,1,2,F,Married,13,P,338.3642916
6818,127004,64,45,2,F,Single,10,P,160.6994065
6819,132030,55,36,2,M,Married,11,P,225.4633325
6820,136606,68,50,2,M,Single,6,P,45.97570117
6821,144488,64,46,2,F,Single,2,P,196.2813898
6822,184682,16,0,2,F,Married,3,P,382.2013599
6823,159888,56,37,2,F,Married,3,P,448.4698573
6824,105327,70,49,2,F,Married,14,P,62.20126455
6825,131444,70,49,2,M,Married,7,P,48.7363347
6826,192126,52,34,2,M,Single,2,D,603.0119453
6827,168111,54,34,2,F,Single,1,D,685.0277859
6828,153613,22,3,2,F,Married,6,P,384.1372989
6829,124558,67,49,2,M,Married,1,P,499.0143263
6830,193638,63,44,2,M,Married,14,P,58.11371062
6831,128660,16,0,2,F,Married,13,P,245.5514543
6832,171764,16,0,2,M,Single,12,D,663.3554871
6833,171127,53,32,2,M,Single,8,P,378.9284189
6834,165710,38,17,2,M,Married,12,P,123.8587097
6835,168812,60,40,2,F,Married,9,P,142.7739137
6836,144753,21,4,2,M,Single,12,D,781.2241448
6837,123310,61,44,2,M,Single,12,P,395.0740598
6838,120963,47,26,2,F,Married,9,P,331.0313176
6839,121073,70,49,2,M,Married,7,P,80.24221083
6840,125744,28,9,2,F,Single,12,P,156.9877317
6841,152397,39,18,2,F,Single,13,P,166.9814039
6842,190863,51,33,2,M,Single,4,D,667.3091222
6843,141072,19,0,2,M,Married,13,P,257.8478061
6844,192465,55,37,2,F,Married,5,P,492.963983
6845,137669,24,5,2,M,Single,14,D,934.7447209
6846,125089,48,31,2,M,Single,8,D,509.3666843
6847,157023,44,25,2,F,Single,0,D,904.6842247
6848,148015,53,35,2,M,Married,3,P,432.6201947
6849,114714,59,40,2,F,Married,3,D,634.5363021
6850,176233,18,0,2,M,Married,14,P,422.0503089
6851,178968,39,22,2,M,Single,1,D,530.6876262
6852,148774,48,29,2,F,Single,5,D,675.685326
6853,161894,45,27,2,F,Married,11,P,134.267431
6854,117176,52,34,2,M,Married,13,P,281.6759718
6855,127469,45,24,2,F,Single,3,D,769.072315
6856,128115,46,28,2,F,Married,12,P,221.3601744
6857,166143,46,27,2,M,Married,9,P,386.3281397
6858,153288,62,45,2,M,Single,6,P,380.2629278
6859,103942,62,44,2,F,Single,0,P,456.9286682
6860,105488,25,6,2,M,Single,1,D,1200
6861,184088,25,6,2,F,Married,15,P,328.4621503
6862,179559,17,0,2,M,Single,11,D,662.7873582
6863,173615,62,44,2,F,Single,8,P,418.2324464
6864,144816,33,16,2,F,Married,9,P,362.8138301
6865,115395,38,19,2,M,Married,0,D,506.922688
6866,130311,23,4,2,F,Married,1,P,481.7940738
6867,184812,49,30,2,M,Single,10,P,491.907308
6868,139619,18,1,2,F,Single,12,D,573.0557924
6869,195739,27,8,2,F,Single,0,P,461.2807466
6870,198111,69,50,2,M,Single,15,P,316.5217782
6871,125031,21,3,2,M,Married,15,P,283.0848197
6872,113370,21,4,2,F,Single,11,P,447.0450284
6873,184349,39,22,2,F,Single,4,D,544.7799528
6874,120340,66,47,2,F,Married,9,P,29.48296987
6875,175313,23,4,2,F,Married,4,D,524.5472718
6876,176062,41,23,2,M,Single,3,P,491.0277254
6877,175997,25,8,2,M,Married,12,D,586.4575226
6878,149644,21,3,2,F,Single,13,P,474.1410582
6879,155220,66,45,2,F,Married,14,P,90.59799692
6880,120680,68,49,2,M,Single,11,P,267.943607
6881,111474,45,27,2,F,Married,9,P,341.9799628
6882,176168,70,49,2,M,Single,12,P,44.64055267
6883,182492,21,4,2,F,Married,15,P,319.286823
6884,128580,36,15,2,F,Married,9,P,346.1261774
6885,126896,63,42,2,F,Single,12,P,129.5973895
6886,194623,55,35,2,M,Single,9,D,509.4627758
6887,144787,33,15,2,F,Single,15,P,437.9020483
6888,141146,64,44,2,F,Married,3,P,342.3560723
6889,166390,23,4,2,F,Married,15,P,412.5617816
6890,194078,62,43,2,M,Married,10,P,246.9965913
6891,128784,24,6,2,F,Married,12,P,108.3392623
6892,160087,34,17,2,M,Single,13,P,201.5720329
6893,156637,24,7,2,F,Single,8,D,663.9160877
6894,168419,33,12,2,M,Married,10,P,351.3479905
6895,193098,38,19,2,M,Married,4,P,360.2925308
6896,191721,66,48,2,F,Single,13,P,50.2255099
6897,113866,69,51,2,M,Married,14,P,67.45867564
6898,140518,60,43,2,F,Single,15,P,19.3055825
6899,183121,16,0,2,M,Married,9,D,539.2670892
6900,183007,39,20,2,F,Single,8,P,399.5714797
6901,185443,27,9,2,M,Single,8,P,381.18968
6902,143677,63,44,2,F,Single,8,P,424.4147273
6903,160131,61,44,2,M,Married,6,P,310.4345511
6904,190311,69,49,2,F,Single,6,P,172.3857854
6905,155619,69,49,2,F,Married,7,P,140.8741022
6906,140721,56,35,2,M,Single,14,P,329.831764
6907,109512,41,21,2,F,Single,13,P,150.4155806
6908,196693,64,43,2,M,Single,15,P,50.57339885
6909,158873,53,34,2,F,Married,9,P,282.4691551
6910,160063,52,33,2,F,Married,1,D,662.8956138
6911,144856,22,4,2,M,Single,14,P,478.234253
6912,116131,69,49,2,M,Married,3,P,85.7968658
6913,171093,44,26,2,M,Married,1,P,390.1296231
6914,110569,21,3,2,M,Married,7,D,800.2390702
6915,112299,48,28,2,M,Single,3,D,656.8840275
6916,153939,23,4,2,M,Married,11,P,403.0817042
6917,143868,58,40,2,M,Single,8,P,489.6712881
6918,128544,60,43,2,F,Married,13,P,109.2549184
6919,170929,24,6,2,F,Single,5,D,1167.922229
6920,116739,63,45,2,M,Married,7,P,305.7939811
6921,146862,37,16,2,F,Single,1,D,662.5605733
6922,105404,68,47,2,F,Single,14,P,301.4452901
6923,155534,68,49,2,M,Single,3,P,338.9155024
6924,169783,24,5,2,F,Married,12,P,260.016964
6925,170699,51,30,2,F,Single,14,P,311.0094363
6926,133715,69,49,2,F,Single,8,P,97.16610705
6927,147235,24,6,2,M,Single,12,D,876.8373128
6928,149391,56,36,2,F,Single,6,P,364.958553
6929,120125,23,5,2,F,Married,12,P,334.4644319
6930,143621,32,11,2,F,Single,12,P,264.7846314
6931,162880,17,0,2,M,Married,7,P,450.1794072
6932,185058,44,24,2,M,Single,7,P,447.5415679
6933,101100,19,2,2,M,Single,11,D,817.0889534
6934,110130,66,47,2,F,Married,10,P,204.3919559
6935,182908,18,0,2,F,Married,13,P,146.1876575
6936,106695,18,0,2,F,Single,8,D,703.7133256
6937,151652,46,25,2,F,Married,3,P,414.6760995
6938,187317,22,5,2,F,Married,13,P,493.7547271
6939,181679,32,13,2,F,Single,13,P,339.7074083
6940,116481,68,47,2,M,Single,6,P,292.4898702
6941,157943,67,46,2,M,Married,12,P,22.4023338
6942,148213,51,31,2,M,Single,10,D,500.4022292
6943,131916,21,4,2,F,Married,12,P,197.2533859
6944,118669,45,26,2,M,Single,3,P,400.765589
6945,127248,44,23,2,M,Married,8,P,379.0301602
6946,173257,58,38,2,M,Married,12,P,190.4604887
6947,117605,69,50,2,M,Single,15,P,465.7644331
6948,135976,42,21,2,M,Married,12,P,286.71261
6949,107467,65,45,2,F,Single,10,P,298.9834019
6950,105550,62,43,2,F,Married,13,P,123.8890856
6951,137242,60,40,2,F,Single,12,P,271.1036119
6952,112099,56,35,2,F,Married,6,P,367.5815434
6953,152982,39,21,2,M,Single,7,P,467.7115021
6954,112350,25,7,2,M,Married,11,D,694.561926
6955,167598,21,4,2,M,Single,13,D,744.6703098
6956,104885,33,12,2,M,Single,10,P,490.2322292
6957,179414,45,26,2,M,Married,11,P,356.1514895
6958,199395,69,52,2,F,Single,6,P,448.4012457
6959,106410,53,32,2,M,Married,1,D,620.8278988
6960,161053,59,40,2,M,Single,1,D,712.7631408
6961,166873,20,1,2,M,Married,7,D,543.9432608
6962,174047,19,2,2,M,Single,11,D,925.0132734
6963,166966,29,12,2,F,Single,15,P,471.1708052
6964,158427,46,27,2,M,Married,15,P,190.1974887
6965,123725,22,3,2,F,Married,15,P,330.295575
6966,149145,28,9,2,M,Married,14,P,323.9466932
6967,135950,38,21,2,M,Married,7,P,377.7103177
6968,193151,23,6,2,M,Married,15,P,336.3698196
6969,190814,20,3,2,F,Married,15,P,289.2416865
6970,169100,64,47,2,F,Married,11,P,16.61784175
6971,109539,24,5,2,M,Married,12,P,229.1217479
6972,152608,23,6,2,F,Married,15,P,325.4021154
6973,107065,69,52,2,F,Married,0,P,490.8277044
6974,104294,21,2,2,M,Married,15,P,283.3502652
6975,192042,17,0,2,M,Married,13,P,232.6281293
6976,151565,46,26,2,F,Single,13,P,396.4820768
6977,197502,20,1,2,F,Single,14,P,265.1163252
6978,101383,48,27,2,F,Single,11,P,390.9019909
6979,191104,57,39,2,M,Single,2,D,506.7966527
6980,138583,62,41,2,F,Single,0,P,194.188239
6981,188907,38,19,2,M,Married,7,P,352.5256432
6982,178471,62,44,2,M,Single,8,P,178.3216863
6983,197161,20,1,2,M,Single,12,D,621.8172611
6984,116566,67,46,2,M,Single,12,P,203.9843161
6985,156485,31,14,2,F,Married,1,D,509.4617109
6986,159549,65,48,2,M,Single,6,P,148.1187688
6987,133655,16,0,2,M,Married,11,P,374.3379542
6988,153029,64,47,2,F,Single,1,D,502.643824
6989,118618,43,22,2,F,Married,6,P,279.8884006
6990,161457,17,0,2,M,Married,13,D,643.1122901
6991,105549,30,12,2,M,Single,7,P,473.1793042
6992,123482,27,7,2,F,Single,9,P,431.4405981
6993,140842,40,21,2,F,Married,7,P,335.6067935
6994,103819,67,49,2,F,Single,3,P,253.2816075
6995,188682,51,33,2,F,Single,6,P,369.9864994
6996,160066,67,48,2,M,Single,14,P,196.8111414
6997,134220,59,41,2,F,Single,13,P,316.9793543
6998,114977,60,42,2,F,Married,13,P,24.50552264
6999,147692,45,25,2,F,Married,6,P,338.295675
7000,190856,19,1,2,F,Single,15,P,405.5768507
7001,111428,24,6,2,F,Single,6,D,780.667958
7002,113898,45,28,2,M,Single,4,D,896.7392544
7003,160115,25,8,2,M,Single,3,D,1200
7004,157530,62,44,2,M,Single,7,P,143.5748367
7005,126141,43,22,2,M,Single,11,P,224.6955736
7006,143814,69,51,2,F,Single,2,P,231.4608776
7007,109596,16,0,2,F,Married,12,P,479.370976
7008,129404,25,6,2,M,Single,10,D,790.9371839
7009,138073,25,8,2,F,Married,11,P,111.6679556
7010,169304,66,46,2,F,Single,10,P,44.8549712
7011,190540,30,13,2,F,Single,7,P,396.435747
7012,122577,35,14,2,F,Married,9,P,293.3026507
7013,129782,20,2,2,M,Single,6,D,747.1602793
7014,197336,26,7,2,F,Single,8,P,376.2800309
7015,178668,37,17,2,F,Single,12,P,397.7075707
7016,180934,65,47,2,M,Single,10,P,43.90765359
7017,114246,40,22,2,M,Married,15,P,319.7404011
7018,113057,18,1,2,M,Married,14,P,380.1822674
7019,174510,61,40,2,M,Single,6,P,96.69153093
7020,159161,48,30,2,F,Single,4,D,710.1964161
7021,159365,62,45,2,M,Married,9,P,307.2162304
7022,193955,69,51,2,F,Married,9,P,68.62782962
7023,186623,52,33,2,M,Single,7,D,507.8694992
7024,158528,66,47,2,F,Single,1,P,246.7029727
7025,138505,52,32,2,M,Single,1,P,413.7544243
7026,159728,32,11,2,M,Single,9,P,415.6980603
7027,198045,22,5,2,F,Married,14,P,205.7011349
7028,181717,67,46,2,F,Single,14,P,247.3375139
7029,115626,19,0,2,M,Married,5,D,783.0149197
7030,103823,65,48,2,F,Single,3,P,308.462944
7031,182915,18,0,2,F,Single,7,D,763.8953612
7032,150685,68,48,2,F,Single,7,P,38.31712094
7033,102912,23,5,2,M,Married,13,D,509.1251757
7034,143662,23,6,2,M,Married,3,D,886.1880093
7035,106808,19,2,2,F,Single,13,P,484.1244503
7036,141076,19,0,2,M,Married,2,D,678.7030456
7037,154397,37,16,2,F,Married,11,P,317.2610036
7038,166539,70,52,2,M,Single,15,P,71.14057848
7039,139570,61,42,2,F,Single,6,P,325.964527
7040,154443,28,7,2,F,Single,8,P,387.1835882
7041,138903,24,6,2,M,Married,14,P,246.9232925
7042,178839,48,28,2,F,Single,0,D,796.5701342
7043,103114,70,53,2,M,Married,15,P,63.50212418
7044,101432,58,37,2,M,Married,1,P,450.3063337
7045,168426,17,0,2,F,Married,7,P,243.6923338
7046,152593,42,25,2,M,Married,1,P,402.0085932
7047,149570,48,28,2,M,Single,9,D,503.8264386
7048,118526,23,4,2,F,Married,15,P,265.5556163
7049,151091,21,2,2,M,Single,15,D,523.0865746
7050,165791,17,0,2,M,Married,1,D,721.3547276
7051,150059,47,29,2,M,Single,15,P,410.7083923
7052,170383,65,46,2,F,Married,6,P,200.7420917
7053,165497,21,2,2,M,Single,12,D,926.8695021
7054,140850,70,49,2,F,Married,1,P,352.2486719
7055,139513,58,40,2,F,Married,0,D,675.052376
7056,106253,30,9,2,F,Single,13,P,272.3988253
7057,154925,24,6,2,M,Single,5,D,899.4357777
7058,106254,18,0,2,M,Married,12,D,631.3421248
7059,154381,60,41,2,F,Married,8,P,311.4301899
7060,144685,51,33,2,F,Single,7,P,378.7651634
7061,145428,25,8,2,F,Single,0,D,1021.639065
7062,119599,18,1,2,M,Single,15,D,547.0661173
7063,150879,25,8,2,M,Single,9,D,1121.372912
7064,137449,25,6,2,M,Single,11,D,1008.820062
7065,187602,35,15,2,F,Single,3,P,356.9179157
7066,189455,24,5,2,F,Single,15,P,259.7794723
7067,130552,43,26,2,F,Single,10,P,384.506558
7068,178927,62,43,2,M,Single,12,P,176.0482467
7069,167850,18,0,2,F,Single,8,D,642.8128637
7070,161229,38,18,2,M,Married,6,P,378.0871083
7071,145682,23,4,2,F,Single,14,D,688.7446412
7072,150335,19,1,2,M,Single,15,P,304.9770159
7073,143164,57,36,2,F,Married,3,P,442.2950584
7074,109384,35,18,2,F,Married,8,P,324.8720717
7075,122330,67,47,2,F,Single,11,P,329.8879277
7076,166936,68,51,2,F,Single,9,P,340.4844834
7077,120518,39,19,2,M,Single,10,P,478.1855179
7078,158298,60,39,2,M,Single,9,P,210.8084136
7079,170000,67,50,2,M,Married,9,P,115.3953038
7080,171614,21,3,2,F,Single,11,D,774.9606361
7081,163356,63,45,2,F,Married,12,P,180.0690882
7082,119311,22,3,2,F,Married,15,P,276.3948562
7083,161095,68,51,2,M,Married,5,P,57.11119396
7084,129426,46,25,2,M,Single,1,D,944.0640569
7085,161923,57,40,2,M,Married,15,P,203.3260782
7086,199618,23,5,2,F,Married,9,P,301.0322857
7087,161535,19,2,2,F,Single,9,D,874.335659
7088,154762,64,45,2,M,Married,8,P,198.961681
7089,135468,45,26,2,M,Single,3,D,678.1316539
7090,189283,49,31,2,M,Married,10,P,339.3651969
7091,198829,61,41,2,F,Married,9,P,197.565334
7092,198213,30,12,2,M,Married,0,D,720.3111168
7093,122834,42,25,2,F,Single,8,P,381.2696849
7094,165969,16,0,2,F,Married,12,P,249.4421413
7095,189475,46,27,2,F,Single,4,D,596.4954903
7096,131698,35,17,2,F,Single,14,P,243.9893016
7097,108914,65,47,2,F,Married,15,P,123.027051
7098,146298,18,1,2,F,Single,14,P,369.0694765
7099,171467,21,3,2,M,Married,8,D,714.1525743
7100,158450,38,21,2,F,Single,10,P,426.5349909
7101,135388,46,25,2,M,Married,13,P,336.5725933
7102,141808,56,37,2,M,Single,11,P,395.1916986
7103,149873,62,42,2,M,Married,13,P,142.1607176
7104,190347,27,9,2,M,Married,2,P,472.0646401
7105,159340,20,1,2,M,Single,14,P,413.9629325
7106,115669,61,44,2,F,Married,11,P,241.8722224
7107,177466,52,34,2,F,Single,13,P,354.8917762
7108,165024,45,25,2,F,Married,6,P,301.8893886
7109,149520,54,33,2,M,Married,12,P,339.1419475
7110,117745,17,0,2,F,Married,12,P,206.3304124
7111,154574,70,52,2,F,Single,14,P,20.06833059
7112,106966,24,7,2,F,Married,2,D,654.1892676
7113,136133,63,46,2,F,Married,12,P,127.8806096
7114,151723,51,32,2,F,Single,11,P,349.0996117
7115,199615,61,43,2,M,Married,3,P,471.323236
7116,100087,58,37,2,F,Single,5,P,406.7311102
7117,124452,19,2,2,F,Married,11,P,198.1871239
7118,191285,17,0,2,F,Married,14,P,193.4207041
7119,123166,16,0,2,F,Single,13,P,481.335332
7120,163961,17,0,2,M,Married,12,P,276.122448
7121,151257,23,5,2,M,Married,9,D,576.2774754
7122,166321,19,2,2,M,Single,12,D,1200
7123,199358,37,20,2,M,Married,3,P,423.0475688
7124,181279,39,22,2,F,Single,6,P,366.0566454
7125,110563,22,3,2,F,Married,9,P,337.168717
7126,166748,26,9,2,F,Married,5,P,382.2884571
7127,112427,47,27,2,F,Married,9,P,320.1014266
7128,178008,35,14,2,F,Single,5,D,775.0018095
7129,170631,42,23,2,M,Married,1,D,640.791076
7130,173656,60,39,2,F,Single,14,P,165.0434016
7131,193533,61,40,2,M,Married,10,P,94.32144577
7132,186820,22,3,2,F,Single,5,D,872.2668873
7133,123853,16,0,2,F,Single,12,D,571.7196568
7134,152681,55,38,2,F,Married,5,D,560.2024583
7135,130840,65,45,2,F,Single,6,P,84.04450836
7136,176917,49,29,2,F,Married,15,P,161.0206519
7137,127015,22,5,2,F,Single,14,D,535.4361195
7138,107985,66,48,2,M,Single,1,P,71.04885364
7139,194569,64,44,2,M,Married,6,P,319.0044147
7140,198391,19,1,2,F,Single,1,D,734.5382363
7141,163838,23,5,2,M,Married,8,P,424.7652212
7142,129176,23,4,2,F,Single,12,P,384.884809
7143,191167,61,40,2,M,Married,14,P,34.36715649
7144,132403,42,23,2,M,Single,2,D,797.3170676
7145,114656,64,44,2,M,Single,9,P,469.8507048
7146,105121,63,43,2,F,Married,11,P,99.96692428
7147,146829,24,5,2,F,Single,3,D,588.8563028
7148,109689,20,3,2,F,Single,12,D,598.6210114
7149,115163,63,46,2,M,Single,0,D,842.7744806
7150,107539,18,0,2,F,Single,15,P,374.4713792
7151,137600,39,19,2,F,Married,15,P,300.7346324
7152,178732,16,0,2,M,Single,13,D,695.3534376
7153,179714,70,50,2,M,Single,7,P,61.39327511
7154,128346,33,12,2,F,Married,9,P,322.1399486
7155,113227,39,18,2,F,Single,1,D,880.3158034
7156,186922,26,6,2,M,Single,11,P,209.4683176
7157,187890,60,39,2,M,Married,14,P,115.7533082
7158,190768,22,5,2,F,Married,10,P,390.7031895
7159,118085,25,6,2,F,Married,1,P,484.5439984
7160,108677,23,5,2,F,Married,12,P,299.3018475
7161,177394,29,11,2,M,Single,6,P,429.9656904
7162,125441,66,48,2,M,Single,7,P,157.7540557
7163,103755,42,25,2,F,Single,7,P,365.6788645
7164,113307,28,8,2,M,Single,9,P,480.7857976
7165,191525,38,20,2,F,Married,15,P,352.5064648
7166,133635,38,18,2,F,Married,13,P,144.07381
7167,128006,29,8,2,M,Married,7,P,368.1771031
7168,146939,61,41,2,F,Single,4,P,497.5727228
7169,138339,17,0,2,F,Single,11,D,655.613048
7170,105763,18,0,2,M,Married,10,P,469.1917795
7171,142609,40,21,2,M,Single,15,P,428.6185743
7172,147912,58,40,2,F,Single,13,P,343.342176
7173,144251,18,0,2,M,Married,13,D,665.3737691
7174,170024,20,2,2,F,Single,8,D,525.5917164
7175,131925,24,6,2,F,Single,14,P,495.9313333
7176,100393,61,44,2,F,Single,10,P,268.5666419
7177,154675,24,7,2,M,Married,11,D,673.7799104
7178,177154,57,38,2,M,Single,10,D,504.3286737
7179,133507,59,38,2,F,Married,6,P,315.5270639
7180,132674,47,29,2,M,Married,9,P,387.4795441
7181,141599,56,35,2,M,Single,7,P,438.0103504
7182,102583,64,45,2,F,Single,11,P,149.2965848
7183,197258,67,50,2,F,Single,13,P,88.36932498
7184,188911,25,8,2,M,Married,10,D,537.1319403
7185,142345,22,3,2,F,Married,15,P,166.1769046
7186,176932,57,39,2,F,Single,3,D,615.6461146
7187,175640,21,2,2,F,Married,3,D,837.216986
7188,150169,32,14,2,F,Single,1,D,562.2045212
7189,135735,24,7,2,M,Single,13,D,551.4259978
7190,159816,66,47,2,M,Married,4,P,276.3640713
7191,156743,20,3,2,F,Single,15,D,820.7664852
7192,134422,70,51,2,F,Married,12,P,144.5022633
7193,167417,21,4,2,F,Married,15,P,272.4149126
7194,114456,64,43,2,F,Married,6,P,34.56669768
7195,149268,54,34,2,M,Single,0,D,722.6879625
7196,191795,69,52,2,F,Married,6,P,117.5886176
7197,137055,16,0,2,M,Married,12,P,282.1225824
7198,168145,36,19,2,F,Single,0,D,834.4249675
7199,164683,49,29,2,M,Single,2,D,605.113279
7200,131576,32,13,2,F,Married,8,P,322.6367008
7201,146456,62,41,2,M,Single,11,P,114.4745013
7202,184832,68,51,2,M,Married,13,P,248.1590625
7203,178108,67,47,2,F,Married,6,P,30.4361475
7204,180693,69,48,2,F,Single,10,P,238.5960917
7205,157357,23,4,2,F,Married,12,P,263.9431562
7206,116086,53,35,2,F,Single,7,P,498.2544249
7207,148998,21,3,2,F,Single,12,D,627.3027977
7208,195602,33,15,2,M,Single,1,D,865.3294783
7209,186507,22,5,2,F,Married,15,P,458.8803812
7210,102067,65,47,2,M,Married,9,P,124.9805569
7211,168901,46,27,2,M,Married,11,P,243.3636502
7212,154373,46,29,2,F,Married,10,P,311.0704893
7213,171785,21,2,2,F,Single,10,D,741.6500184
7214,180335,62,41,2,M,Single,10,P,345.7139435
7215,126982,21,3,2,F,Single,6,P,399.5469783
7216,128378,64,44,2,F,Single,4,P,288.6478358
7217,129188,43,23,2,F,Married,6,P,326.7579322
7218,136478,28,8,2,F,Single,2,P,429.7236818
7219,139897,65,48,2,M,Married,6,P,107.9557709
7220,100874,53,36,2,M,Single,9,P,458.4681505
7221,182730,69,52,2,M,Married,10,P,199.9784707
7222,156809,48,29,2,F,Married,2,D,607.126919
7223,148703,19,0,2,M,Married,14,P,299.3878756
7224,103005,60,41,2,F,Married,12,P,18.87214094
7225,185444,41,21,2,F,Married,3,D,627.2721496
7226,137418,44,26,2,M,Married,15,P,117.5247355
7227,133959,17,0,2,M,Married,9,D,543.7158302
7228,177949,29,11,2,M,Single,2,D,596.1340755
7229,188341,27,6,2,F,Married,10,P,308.5647245
7230,168776,64,44,2,F,Single,11,P,34.92223883
7231,121258,16,0,2,F,Married,14,P,247.1279121
7232,117731,65,44,2,M,Married,12,P,193.5785778
7233,109930,55,34,2,F,Married,13,P,263.0665303
7234,157905,28,11,2,F,Single,13,P,358.2237357
7235,132774,24,7,2,F,Married,10,P,347.2159474
7236,125850,34,13,2,F,Single,1,D,542.7039232
7237,189683,62,43,2,M,Married,0,P,154.3180839
7238,107673,35,16,2,F,Married,8,P,370.9385613
7239,155521,67,46,2,M,Married,11,P,125.7203764
7240,176791,20,3,2,F,Married,14,P,145.380928
7241,143824,20,1,2,M,Single,3,D,1200
7242,123636,52,32,2,F,Married,3,D,591.5503428
7243,162072,44,24,2,F,Single,3,D,630.3165834
7244,100960,16,0,2,F,Single,15,P,229.1935947
7245,101773,32,14,2,M,Single,14,P,242.76391
7246,109329,67,46,2,F,Married,14,P,47.05114417
7247,163987,19,0,2,F,Single,11,D,594.4983221
7248,117196,70,52,2,F,Single,13,P,15.35319666
7249,175618,56,38,2,M,Single,2,D,565.9103367
7250,129758,25,8,2,F,Single,13,P,350.5601193
7251,183133,61,44,2,F,Single,10,P,298.4618592
7252,152244,42,24,2,F,Single,13,P,176.9334845
7253,173269,26,7,2,M,Single,8,P,463.8537185
7254,185542,69,51,2,F,Married,3,P,109.3434997
7255,193982,17,0,2,F,Married,15,P,98.00493411
7256,127474,61,40,2,F,Married,1,P,172.3572205
7257,153623,47,29,2,F,Married,13,P,143.7807696
7258,169651,16,0,2,M,Married,11,P,317.5033725
7259,147857,19,2,2,M,Married,11,P,215.5797122
7260,139099,70,49,2,F,Single,13,P,109.0816165
7261,174157,25,7,2,M,Married,8,P,442.7372903
7262,155311,19,0,2,F,Married,12,P,497.3690476
7263,177671,17,0,2,F,Married,12,P,205.6203524
7264,150547,21,2,2,M,Single,13,P,258.9005436
7265,155538,58,41,2,M,Married,3,D,626.1478938
7266,128804,46,28,2,F,Married,7,P,339.3509979
7267,148945,64,43,2,M,Single,13,P,157.6960164
7268,108349,66,45,2,M,Single,14,P,364.0053791
7269,197209,17,0,2,M,Married,15,P,421.5276772
7270,106000,35,17,2,F,Married,6,P,352.9391772
7271,169738,16,0,2,F,Single,6,D,884.8413585
7272,164784,28,11,2,F,Married,9,P,285.2523626
7273,159363,19,2,2,M,Single,14,D,689.154748
7274,191533,29,8,2,F,Married,4,D,533.3330744
7275,168283,70,52,2,M,Married,10,P,151.2817751
7276,183302,34,14,2,F,Married,15,P,317.4409122
7277,117351,46,25,2,F,Married,5,D,624.8275414
7278,138516,20,3,2,M,Single,13,P,376.2787735
7279,198567,36,15,2,M,Single,10,P,447.2300541
7280,171275,70,53,2,F,Married,4,P,36.43109953
7281,164407,18,0,2,M,Single,15,P,236.0549354
7282,146910,67,50,2,F,Single,5,P,62.35947994
7283,184100,59,40,2,M,Single,8,P,419.3886548
7284,174841,19,1,2,F,Married,15,P,137.4678068
7285,196507,67,46,2,F,Single,13,P,323.9683907
7286,154652,50,29,2,F,Single,7,P,410.4866322
7287,179694,69,50,2,F,Married,3,P,141.8314831
7288,170426,16,0,2,M,Married,12,P,414.5709368
7289,186998,22,4,2,M,Married,7,P,445.7715681
7290,135547,47,28,2,M,Married,9,P,336.6691002
7291,107168,54,34,2,M,Married,1,D,787.9457959
7292,143550,61,43,2,M,Single,0,P,178.7270613
7293,163604,68,49,2,M,Married,8,P,108.3790936
7294,111176,50,33,2,M,Married,3,D,583.4451347
7295,114136,44,27,2,F,Married,0,P,381.557682
7296,104871,66,49,2,M,Single,14,P,37.11762558
7297,124141,61,43,2,F,Married,8,P,274.702862
7298,159829,33,12,2,F,Single,7,P,353.2495832
7299,130258,62,44,2,M,Married,10,P,39.60422258
7300,148301,54,35,2,M,Married,15,P,228.9247941
7301,126404,68,47,2,M,Married,11,P,102.9205046
7302,101640,70,50,2,F,Married,11,P,15.95334825
7303,162230,38,21,2,F,Married,10,P,391.6733379
7304,125783,55,35,2,M,Single,14,P,374.1490041
7305,146470,40,20,2,M,Married,10,P,419.155267
7306,128007,40,20,2,M,Married,13,P,223.0110434
7307,187052,61,44,2,M,Married,10,P,53.73608936
7308,143896,37,19,2,M,Single,5,D,666.5898635
7309,100925,57,39,2,M,Single,10,D,551.4158376
7310,133737,21,3,2,F,Married,13,P,326.7531806
7311,121239,67,50,2,M,Married,1,P,241.2812083
7312,184004,52,35,2,M,Single,9,P,491.5015654
7313,176688,62,42,2,M,Married,7,P,71.88830779
7314,149155,40,23,2,M,Single,12,P,466.4680783
7315,117470,70,49,2,F,Married,4,P,170.8973382
7316,187812,70,51,2,F,Single,8,P,70.5900955
7317,187105,41,23,2,F,Married,11,P,236.3888221
7318,160727,60,40,2,F,Single,14,P,304.6880075
7319,172672,68,51,2,F,Single,7,P,85.73583983
7320,113260,67,50,2,M,Married,1,P,160.5817889
7321,194874,59,42,2,F,Single,14,P,338.2666757
7322,159118,20,2,2,M,Single,10,D,672.6785805
7323,124761,22,4,2,F,Single,6,D,560.9708858
7324,173101,61,43,2,F,Single,10,P,215.1046013
7325,103961,54,37,2,F,Married,12,P,264.5751093
7326,127224,66,49,2,F,Married,5,P,231.9684781
7327,139396,31,11,2,F,Single,15,P,201.3067102
7328,107087,56,38,2,M,Married,7,P,366.2171734
7329,173200,35,18,2,M,Single,15,P,167.6070249
7330,193501,62,45,2,F,Married,5,P,477.0693649
7331,178601,70,52,2,F,Married,13,P,200.6360384
